,Unnamed: 0,Contact Group,Arrival Time,Patience Time,Handle Time,BO Need,BO Deadline
0,0,1,0.5640124283433623,4.035185805861346,5.092352517091504,0,5
1,1,1,2.4581468143423635,2.703504931862084,0.7132356719286993,0,5
2,2,1,9.406342363299032,3.0689537310933557,3.72442108985746,1,5
3,3,1,15.66871458585744,4.388765706877013,2.8180425006385086,0,5
4,4,1,19.43138809443483,3.2646186421006074,4.35534500031286,0,5
5,5,1,23.36471319462695,2.151731139222199,1.448375523081234,0,5
6,6,1,23.8484931587209,3.3309223146025544,4.562095288145271,0,5
7,7,1,34.72621929532215,5.293016907273275,3.646069415863892,0,5
8,8,1,46.82710801811163,1.0647831953783855,1.7408386570702623,0,5
9,9,1,48.25941742094824,8.666615004971778,4.220992588396689,0,5
10,10,1,57.17009294686859,1.4447742830458363,3.062070364009977,0,5
11,11,1,58.40931864465738,3.481060611808034,3.210750741071496,0,5
12,12,1,66.44601038744489,3.5464273818082908,3.660442503694351,0,5
13,13,1,67.851574351822,3.7382299602096296,5.200169127770234,0,5
14,14,1,69.13096042267894,5.2775825096771944,7.874887973746181,0,5
15,15,1,73.01066158791673,3.4301720588208098,3.111430001204882,0,5
16,16,1,76.15966156054384,2.1202558702973766,5.152167653893556,0,5
17,17,1,84.2853947478365,3.1755335365612924,5.031688173783412,0,5
18,18,1,88.48496670638221,3.0886910979677475,3.1226371789173646,0,5
19,19,1,89.00295914867979,4.597991104399261,2.826557933351472,0,5
20,20,1,99.00553299304843,3.4019618211569376,6.598708898264708,0,5
21,21,1,99.14008339079516,3.5511727620079427,4.169294028283659,0,5
22,22,1,103.26225851701552,2.7280756509712014,4.333376557819764,0,5
23,23,1,105.12979418199912,3.5992331306666303,1.755219238577736,0,5
24,24,1,108.46885214638849,4.616901731583458,2.3053446771072235,0,5
25,25,1,112.49517964832016,3.410239008329871,3.4656972339967607,0,5
26,26,1,117.34931015456505,4.817438138961766,3.4750820420937707,0,5
27,27,1,117.93388349977832,2.578347507137577,2.3857239782287034,0,5
28,28,1,122.38180125447651,2.5998613538681377,1.6288095006919951,0,5
29,29,1,137.80045241153277,3.892310095853303,1.5761573220472476,0,5
30,30,1,138.448909894291,4.900917616871531,4.703673790084423,0,5
31,31,1,142.41149108112242,2.806521771158733,4.682945802427783,0,5
32,32,1,148.5124779215484,2.5093657248396912,3.2727148335109066,0,5
33,33,1,149.66073453555344,2.062609152167511,3.710024183529705,1,5
34,34,1,151.59390637886548,3.3952454695459724,5.557340932875498,0,5
35,35,1,174.3012895781224,2.027460525411418,1.0853139819154425,0,5
36,36,1,182.61664433959595,5.312108586837721,8.431002562953097,0,5
37,37,1,186.6835957805193,2.703151552515854,2.3475762093626535,1,5
38,38,1,188.90502859245933,2.9217258929502234,2.528981521783958,0,5
39,39,1,208.48519170681752,1.6770058158415542,1.1073905560056272,0,5
40,40,1,212.64478770955077,5.174000619987286,5.982342086179234,0,5
41,41,1,215.59844048409133,1.6218941567379963,1.1019642878404352,0,5
42,42,1,217.351045372194,2.7029105428829867,2.2627318627253716,0,5
43,43,1,219.69590040207143,3.338417382872259,3.052448576190955,1,5
44,44,1,233.81088638957613,2.7944851836027116,3.684107733151988,0,5
45,45,1,235.75143015022437,2.961340861065233,3.803303159229756,0,5
46,46,1,250.06794939195157,2.7274353997918173,0.7277153418678113,0,5
47,47,1,251.904485120698,4.263150451732869,4.298784922485243,0,5
48,48,1,252.89062878690663,3.8101865427389003,4.351794518239781,0,5
49,49,1,253.55202706077324,5.674361777468403,11.600982190883638,0,5
50,50,1,256.1993538786851,7.445525452129688,7.034288735408141,0,5
51,51,1,268.82852664536176,5.5105266687769445,2.6473472381633547,1,5
52,52,1,271.5790712915315,2.318118727357713,3.1338074658021773,0,5
53,53,1,277.9218622626359,1.4700495682887837,1.8313452751189123,0,5
54,54,1,287.91513065233914,2.158077180747557,2.7702804737637186,0,5
55,55,1,288.660214994183,4.817454491277771,6.132801801926392,0,5
56,56,1,303.52628552805425,4.239162275718594,4.400470038028558,0,5
57,57,1,313.861352660397,3.882159693946424,4.203536293519183,1,5
58,58,1,314.7899322442778,5.162967789508478,1.9098779371780137,0,5
59,59,1,329.74558005304544,3.294106930886592,4.057229270049663,0,5
60,60,1,346.2936436940174,4.194776110635726,1.5992033219120907,0,5
61,61,1,349.791663671976,2.7389226262602335,4.453787617790124,0,5
62,62,1,353.85486285786664,2.6622806369836898,2.826205512661256,0,5
63,63,1,354.7952417261322,4.021756202764743,4.161179961031885,0,5
64,64,1,363.1973485332176,2.3612019835185087,3.1745742174409757,0,5
65,65,1,367.94460632120246,3.719290275043392,2.962918410722615,0,5
66,66,1,371.348517610076,6.343279508407242,4.8078701473640715,0,5
67,67,1,374.5814396266794,3.281952073949233,5.4238008141765945,0,5
68,68,1,374.7366758008111,1.3934670629344394,1.2404019193282791,0,5
69,69,1,378.1470724227752,1.3661686351012647,1.9191275347156536,0,5
70,70,1,394.0684816275474,5.476321210031075,9.558338943989916,0,5
71,71,1,400.61203117091753,4.173794567290037,4.122952564135009,0,5
72,72,1,404.0516671847683,4.79188372734105,4.341627659348089,0,5
73,73,1,405.0926416115086,4.539883227220975,4.920922207373285,0,5
74,74,1,406.8944558250825,2.6688625832720336,5.674944072078269,0,5
75,75,1,413.6601997474435,3.925949999244796,4.554909685567556,1,5
76,76,1,422.3993287568453,1.197064914582095,2.6397580383745365,0,5
77,77,1,431.8362355184905,5.5803530906877095,3.695840460830933,0,5
78,78,1,450.625573628136,1.8428029519099163,1.2306480970052656,1,5
79,79,1,452.3449982264131,5.522987479423375,3.2623028317369527,0,5
80,80,1,452.4575350542794,8.569062079657817,6.9810823719312785,0,5
81,81,1,462.680371867643,2.1593342224582908,3.7649711909328634,0,5
82,82,1,470.09387574833227,4.239279601012831,6.202315655716404,0,5
83,83,1,471.3159391274479,4.664647640244469,4.256839089299278,0,5
84,84,1,471.4779899132095,5.20960862707773,3.753310974986431,0,5
85,85,1,472.46456659333575,2.3451839377390042,1.32883655264306,0,5
86,86,1,473.80144446295327,4.054820020171831,6.943106329386654,0,5
87,87,1,474.7810040397864,4.3134496269807965,2.649967055740317,0,5
88,88,1,480.89817809487386,7.072704328752688,4.227715038153988,0,5
89,89,1,486.0017104977968,3.3564476721110847,3.4196765122353536,0,5
90,90,1,487.393169133135,4.713986564622799,3.9244592792534254,0,5
91,91,1,494.08678261692586,3.765678726476819,2.0532208918108457,0,5
92,92,1,499.8268540322872,1.8064149210406704,3.7433676531157056,0,5
93,93,1,507.04228686527387,4.769744490862276,6.236650163828627,1,5
94,94,1,510.209941556119,5.856375232240702,5.34808579385598,0,5
95,95,1,511.3698996873244,3.0270622508401686,1.5640535480276065,0,5
96,96,1,513.4444292550706,3.956476309405346,3.4333575491333495,0,5
97,97,1,514.4353295647774,1.055081304500505,1.3111629935463978,0,5
98,98,1,520.4734112214124,2.236872598868787,1.977534223752396,0,5
99,99,1,533.6971909943785,2.943740094416504,3.358951305938587,0,5
100,100,1,536.3919817241825,3.4031680408285823,2.6706449552085973,0,5
0,0,2,0.4706960980490928,2.8059624160971977,9.682593316266212,0,6
1,1,2,2.297279418425856,27.626276238587685,5.826260009689705,0,6
2,2,2,4.166313947525447,3.744538656561889,6.457060345388976,0,6
3,3,2,8.848928044029261,9.013422850227387,5.524878839302455,0,6
4,4,2,11.307002665984587,6.4461871799017985,7.430041874742144,0,6
5,5,2,13.356216512323815,7.596733246498618,7.459560605006959,1,6
6,6,2,13.59295311729176,3.718349267568995,4.774498858656604,0,6
7,7,2,16.180518695646967,10.418267573410462,2.551387341656777,0,6
8,8,2,35.06379267322147,0.2627559616770268,3.6983126044241565,0,6
9,9,2,39.20954548226507,14.23143911170974,1.8313349994159291,0,6
10,10,2,43.37272098483026,1.6226421937493924,13.048960037910105,0,6
11,11,2,44.29140339439865,6.044600870991427,4.556245296633051,1,6
12,12,2,52.28976481039102,4.350286035951546,5.0248166762817625,0,6
13,13,2,56.67540784416964,5.170746958726685,2.5217817647256675,1,6
14,14,2,57.03767743073757,11.332732748243858,11.176946414416458,1,6
15,15,2,66.3569894558037,3.5359035153454816,3.8977889783195883,0,6
16,16,2,70.1867412646564,15.385326354237145,4.805778872166107,0,6
17,17,2,79.80253926730927,9.347410343599334,4.522451857003139,0,6
18,18,2,80.89886861019893,8.079502892530853,3.634921565804614,0,6
19,19,2,81.33213443689245,12.509500491788437,4.8248402889772155,0,6
20,20,2,82.9052979187638,21.018507486534887,7.611528844691679,0,6
21,21,2,83.8115652329544,8.453221548066256,9.102655572261705,1,6
22,22,2,84.3284623443601,9.131941948214282,9.787502250058493,0,6
23,23,2,88.61797168620988,3.5689883091476315,2.6182989820927456,0,6
24,24,2,90.99244445189844,9.6352107781292,4.391603825772161,0,6
25,25,2,92.6809611176519,7.6555208734914695,6.453968964791064,0,6
26,26,2,100.19841343210511,0.5907073313751449,2.196763503285177,0,6
27,27,2,115.28818863659455,21.17908656962512,10.433285289522914,0,6
28,28,2,117.33403691869866,4.788344731751081,4.53015564676681,0,6
29,29,2,117.59313300965373,3.5177735278829165,10.706416262312592,0,6
30,30,2,120.89388049503847,4.218550533004892,5.482434159911122,1,6
31,31,2,122.29989943962956,22.216431326742033,9.827133565395075,0,6
32,32,2,129.11990331042745,8.502006443693592,5.246193978848983,0,6
33,33,2,135.91384611363665,1.5111028993660882,9.062179302752396,0,6
34,34,2,148.39174678932278,2.6605597175147557,6.634653252279995,0,6
35,35,2,153.14237883489056,5.250815737021885,8.63324011069895,1,6
36,36,2,166.39349379095543,4.185367425674072,1.710608481040745,0,6
37,37,2,179.80218526705204,32.22330359044464,5.322042471175788,0,6
38,38,2,181.86196152272169,8.0286123996589,2.555121289568946,0,6
39,39,2,181.99686618313743,10.27150063265337,5.696186727333987,1,6
40,40,2,188.6810872579177,14.54129359137927,3.1068547700795923,1,6
41,41,2,188.76390266998385,11.914831816916594,5.948747146382779,0,6
42,42,2,194.25736603923576,3.5300781254566425,6.4838348857813735,1,6
43,43,2,200.4058781603261,2.164051979478938,5.866465703768804,0,6
44,44,2,212.3869087782847,10.76882110738775,3.382523261561912,1,6
45,45,2,219.12689247583543,3.7898007414444748,8.894575212668512,0,6
46,46,2,224.1814588251845,0.7454146576503046,4.310632697323977,0,6
47,47,2,226.4855951813477,0.23088140307446697,7.4833566430490865,1,6
48,48,2,245.10799767011147,7.314468035347083,6.419836273131962,0,6
49,49,2,245.69775520892807,19.06698150322636,1.7402299214417012,1,6
50,50,2,248.546656561223,7.217088256956765,4.254455900562739,0,6
51,51,2,248.62789377399324,3.223408536648176,2.4506233735654415,0,6
52,52,2,255.3323409884148,3.7450821494353357,5.246580821816572,0,6
53,53,2,257.47755060273124,0.7614109975036023,4.593407772322967,0,6
54,54,2,259.71862081921336,10.252651054105185,7.555150738053812,0,6
55,55,2,260.0277562185368,6.067937716727148,9.415978245911353,0,6
56,56,2,261.4703547443115,19.70676882756456,5.864692312097078,0,6
57,57,2,264.6814695023061,19.15798340050045,15.440862972381415,0,6
58,58,2,265.4278070865216,10.879633716556581,7.058810018484623,0,6
59,59,2,267.78434144759,11.175590692550369,10.465952368453882,0,6
60,60,2,277.7330323032457,1.740566961939192,4.144211641514109,1,6
61,61,2,282.42536905633904,18.067782576590737,8.389809017544282,1,6
62,62,2,296.67480444988644,3.5988571374346456,4.896456221307004,1,6
63,63,2,303.6714248881744,7.457096566975683,9.320575457538334,1,6
64,64,2,303.8351497256405,7.960829507690853,4.149718060694235,1,6
65,65,2,327.57259150838547,29.711822417957467,7.030676511969593,0,6
66,66,2,328.6770081493396,4.814665260195704,3.492687074257505,0,6
67,67,2,330.1079361857302,0.39663417279662666,6.142706155607755,0,6
68,68,2,335.85357295062715,4.558021279040277,2.3759533645755484,0,6
69,69,2,336.83370623741746,5.434311931948646,5.283076095845549,0,6
70,70,2,342.92842479872945,31.129004540921162,8.827313268896244,0,6
71,71,2,352.10619397843203,5.430154945797391,1.8193880456990494,0,6
72,72,2,356.90434281825696,2.125852938938317,3.944150011173417,1,6
73,73,2,359.0380106079633,5.103922907144335,5.15975233370538,1,6
74,74,2,363.3416951871816,31.38813971296978,4.843006698321845,0,6
75,75,2,367.6995250933987,6.451803521283791,3.323463918827532,0,6
76,76,2,371.750995945416,22.971357505400277,7.576917239621674,0,6
77,77,2,376.9625008972966,0.2676619979990208,1.8853454140998975,0,6
78,78,2,377.0737816228802,13.001788318287353,6.16224619494016,1,6
79,79,2,383.5637896613304,16.879084054369493,5.313094203055637,0,6
80,80,2,388.47534075075976,28.717077114881373,5.976007883781983,0,6
81,81,2,390.68021867924176,5.6237697403779086,3.282399019065714,0,6
82,82,2,393.5778979757796,12.811142062161657,5.939477823442601,1,6
83,83,2,394.32272517453407,6.115642306143751,2.888403900843891,1,6
84,84,2,403.59302329165416,6.955010424439202,9.595328278594083,0,6
