,Unnamed: 0,Contact Group,Arrival Time,Patience Time,Handle Time,BO Need,BO Deadline
0,0,1,15.588015947690408,2.4223314429027027,3.2652205271191375,0,5
1,1,1,17.058759940788853,7.060233406575712,7.891528978910437,0,5
2,2,1,26.15084547733804,3.0859718151670457,3.5881667786452764,0,5
3,3,1,26.788595367868822,4.143113318939525,5.71794330943994,0,5
4,4,1,26.906482783009825,5.245194152111933,12.015641779626671,0,5
5,5,1,28.53480140478289,1.699009467559223,1.547094019243329,0,5
6,6,1,34.59645244437095,4.138170944901252,3.757387307916233,1,5
7,7,1,39.94828929641013,4.847936818074292,4.2276699251279855,0,5
8,8,1,45.30812366356365,3.3733033550990505,2.205043747549238,0,5
9,9,1,55.19467339405659,1.8422407164707424,2.12238522403766,0,5
10,10,1,56.138606507071415,2.2215684721710893,4.0897765651731035,1,5
11,11,1,57.65550867354233,1.643884241688253,1.5631500134835923,0,5
12,12,1,59.52284431769765,4.440748526931158,3.936466222713714,0,5
13,13,1,61.7187625919762,2.5611980393725826,2.423716352314384,1,5
14,14,1,67.1949026795987,2.31420268366111,2.8409557902415847,0,5
15,15,1,71.89361457878466,2.561494111662332,2.329763290762606,0,5
16,16,1,73.44098452139507,5.820523684715671,3.829484086744946,0,5
17,17,1,87.19992614107984,1.9828583956815313,2.76387227684803,0,5
18,18,1,91.47378046514382,4.360499386693707,3.7532035685327902,0,5
19,19,1,92.24110774616057,3.3795956696752802,3.9542242050868963,0,5
20,20,1,97.67248054204832,2.3190158837180603,7.02029689176379,0,5
21,21,1,98.81161966467036,4.2606277553853396,4.250269641172261,0,5
22,22,1,99.05490364167802,3.906355038415707,7.719236306440749,1,5
23,23,1,101.35087826871263,2.6006949934817833,1.5162037083892606,0,5
24,24,1,101.6393547631307,3.870559949388402,3.6143078966909434,0,5
25,25,1,104.88185465469098,3.4875334465989747,3.565433798639081,0,5
26,26,1,109.2116471505568,5.780698170268412,9.503767267856517,0,5
27,27,1,114.13373134639367,4.049344343394758,3.3712458236593528,0,5
28,28,1,130.5394770356569,3.3019737606825292,2.143681712139835,0,5
29,29,1,131.4710918434436,1.2990316165913212,1.1394659796117397,0,5
30,30,1,133.41453296471096,4.346172881461728,4.565213889366485,0,5
31,31,1,137.56361335867766,5.151821027532387,7.556781302968529,0,5
32,32,1,142.46591873565896,3.7929519617021716,5.049026041551713,0,5
33,33,1,156.240835697763,2.232075693794901,3.3899296061899276,0,5
34,34,1,178.10517252418268,3.9234106463929774,2.2509466104919547,0,5
35,35,1,199.6095323313233,4.333188407467941,4.434298071268831,1,5
36,36,1,199.61211475829063,3.1857256767991924,4.809594414486498,0,5
37,37,1,201.3563571102832,3.215852526779892,3.901240137697668,0,5
38,38,1,204.6805223447644,2.19316541500644,6.010673625964114,0,5
39,39,1,209.9870857850759,5.296385412062934,4.55846254208727,0,5
40,40,1,224.6664968879321,5.793184606643237,3.983320584513989,0,5
41,41,1,225.89470373614512,3.6869683836916827,3.7233949641829343,0,5
42,42,1,237.57346685104048,2.6244966850483715,2.4057244424459707,0,5
43,43,1,249.91570120533703,2.5462390536560666,2.1834886841465293,0,5
44,44,1,262.748476327754,4.995025066347936,3.8029520542242325,0,5
45,45,1,262.84282234155984,4.830062872316413,6.548290953498663,0,5
46,46,1,271.15749265167693,3.0471209401106387,6.634686518586883,0,5
47,47,1,276.9064286845809,2.920327540862277,8.292012989193909,1,5
48,48,1,280.25885207411056,3.1455582082404647,1.785827402121311,0,5
49,49,1,288.96565522045574,2.5544796999867505,6.842045485742454,0,5
50,50,1,291.35584325519915,3.641574367922786,6.0230513147623475,0,5
51,51,1,293.5359498419812,2.904879109806562,4.778605037454369,0,5
52,52,1,296.634423711228,2.985923907844086,2.7181623962341366,1,5
53,53,1,308.6395482465947,3.2929691504761887,5.028797522826914,0,5
54,54,1,308.71406430785686,3.495757048614942,3.718434315165813,0,5
55,55,1,315.3627028995695,5.797317472569771,3.9684077457449636,0,5
56,56,1,329.18845059226265,9.505133058620677,8.3591656078776,0,5
57,57,1,330.5267450694976,3.6704114172755515,3.9051549235548375,0,5
