,Unnamed: 0,Contact Group,Arrival Time,Patience Time,Handle Time,BO Need,BO Deadline
0,0,1,2.7676854097732164,1.7259744633026881,4.777820125669358,0,5
1,1,1,15.788990449179634,5.03697963909748,2.021949934010193,0,5
2,2,1,17.524924429910076,4.076739847808388,3.958124962100212,0,5
3,3,1,19.5983895484606,1.6137137054732162,3.0708885729064037,0,5
4,4,1,21.964167424804337,2.3336100773082022,1.7634112635542638,0,5
5,5,1,26.494987387500277,3.382772963173665,0.5252912062592741,0,5
6,6,1,35.59645761570193,5.207057995072387,3.9287829983616,0,5
7,7,1,40.51303420302712,2.883609300421956,4.27819772746727,0,5
8,8,1,47.21912573089342,1.7984079030131794,3.015896572260076,0,5
9,9,1,50.77883209359396,3.4140648908653084,3.393945630042573,1,5
10,10,1,54.14987041106368,5.743392261294686,4.341081871233977,0,5
11,11,1,57.87019309494885,4.9098583313855935,3.0433978435916487,0,5
12,12,1,66.97801758454473,6.14003216909401,3.8984352403852003,1,5
13,13,1,68.16957779051654,4.2730605420345205,3.4115716528305127,0,5
14,14,1,72.37554739812316,3.944716995652105,2.6819595450349647,0,5
15,15,1,80.1340796004963,3.2484085252185424,1.3238357542016752,0,5
16,16,1,80.67085744238902,4.194139719043424,1.9044839631751704,0,5
17,17,1,93.236803996581,6.85759491331872,3.8180264268018247,0,5
18,18,1,105.07449724685588,3.616565548265736,1.8971595357309496,1,5
19,19,1,121.28608454954492,4.146218797639388,4.914947066237146,0,5
20,20,1,129.99377808411097,3.5839477466403924,3.9731201352512686,0,5
21,21,1,147.73806911153267,2.765806672981904,1.8550769143453427,1,5
22,22,1,152.20987325444216,3.6691457136563472,3.277479625321078,0,5
23,23,1,156.20964486713325,3.579828379017216,2.558084002478282,1,5
24,24,1,167.53879970854425,2.966227921838861,1.6824358029989626,0,5
25,25,1,173.6295049307428,3.087926008199922,4.108203375553399,0,5
26,26,1,175.94475788887414,3.262049864585073,7.132768541932508,0,5
27,27,1,181.4497434559699,2.645203654581639,2.9294964712508818,0,5
28,28,1,199.04767001064548,1.9668404350710385,4.3906816630784835,0,5
29,29,1,210.52255969583868,3.6582047265546245,2.5831846794294098,0,5
30,30,1,215.79123396287693,5.106548955960002,2.5416810663375973,0,5
31,31,1,219.00391541210615,3.0329484898485637,1.9057002920486072,0,5
32,32,1,222.06421432941,3.580697774527825,1.8240878766563322,0,5
33,33,1,224.21410207022407,1.1251405216155894,1.6829514971025608,0,5
34,34,1,225.9263493241331,2.8823143139148693,2.5367726527426067,0,5
35,35,1,232.40694592917168,5.642765960403178,4.428241465695143,0,5
36,36,1,246.70508852069003,2.1600557041936184,2.629371352587985,0,5
37,37,1,247.63974054549837,3.981337314833932,4.909998369894891,0,5
38,38,1,254.9323766780637,2.0956075063158477,2.1004675634010166,1,5
39,39,1,272.6947468639732,3.426848466846388,3.7549514471922545,0,5
40,40,1,275.9512116234202,4.854202162758875,7.104402336524782,0,5
41,41,1,284.5959245160664,3.4549669758711854,2.6471704019923714,0,5
42,42,1,294.6614745712025,4.2091606518465925,3.324807715173778,0,5
43,43,1,300.1032099939445,4.086485340945322,3.972262448016942,0,5
44,44,1,302.03623820797293,7.127066274686501,6.5717320723745125,0,5
45,45,1,306.1053071662903,3.0585308013760324,3.6950780501983136,0,5
46,46,1,312.1723892323992,5.6005780546928845,5.322681979391253,0,5
47,47,1,313.1429790815028,0.9717143897864531,1.678718507634452,0,5
48,48,1,314.074205552288,4.578318949521479,7.9571428696731985,0,5
49,49,1,318.81809839212207,3.4892565380669693,3.8691816395108947,0,5
50,50,1,321.371587690005,2.774783567746964,3.306937958667708,0,5
51,51,1,337.76991977564745,5.070135273350985,5.7053131993865005,0,5
52,52,1,339.3475832852219,2.8441294374833794,1.414750953819143,0,5
53,53,1,340.82156378210914,4.214798748101448,5.383154404403945,0,5
54,54,1,348.1420282448016,4.090137189605783,5.3101095561698,0,5
55,55,1,359.844210717867,1.810333416788336,1.6909665973975119,0,5
56,56,1,365.0906612029476,1.1298259846644627,0.8310745634429738,0,5
